list_name,name,label,municipiu_filter,postu_adm_filter,suco_filter
Suco,40606,Saburai,Bobonaro,Maliana,
Suco,40607,Tapo/Memo,Bobonaro,Maliana,
Suco,50101,Fatululic,Covalima,Fatululic,
Suco,50102,Taroman,Covalima,Fatululic,
Suco,50201,Belulic Leten,Covalima,Fatumean,
Suco,50202,Fatumea,Covalima,Fatumean,
Suco,50203,Nanu,Covalima,Fatumean,
Suco,50301,Dato Rua,Covalima,Fohorem,
Suco,50302,Dato Tolu,Covalima,Fohorem,
Suco,50303,Fohoren,Covalima,Fohorem,
Suco,50304,Lactos,Covalima,Fohorem,
Suco,50401,Belecasac,Covalima,Maucatar,
Suco,50402,Holpilat,Covalima,Maucatar,
Suco,50403,Matai,Covalima,Maucatar,
Suco,50404,Ogues,Covalima,Maucatar,
Suco,50501,Beco,Covalima,Suai,
Suco,50502,Camenaça,Covalima,Suai,
Suco,50503,Debos,Covalima,Suai,
Suco,50504,Labarai,Covalima,Suai,
Suco,50505,Suai Loro,Covalima,Suai,
Suco,50601,Beiseuc,Covalima,Tilomar,
Suco,50602,Casabauc,Covalima,Tilomar,
Suco,50603,Lalaua,Covalima,Tilomar,
Suco,50604,Maudemo,Covalima,Tilomar,
Suco,50701,Fatuleto,Covalima,Zumalai,
Suco,50702,Lepo,Covalima,Zumalai,
Suco,50703,Lour,Covalima,Zumalai,
Suco,50704,Mape,Covalima,Zumalai,
Suco,50705,Raimea,Covalima,Zumalai,
Suco,50706,Tashilin,Covalima,Zumalai,
Suco,50707,Ucecai,Covalima,Zumalai,
Suco,50708,Zulo,Covalima,Zumalai,
Suco,60101,Beloi,Dili,Atauro,
Suco,60102,Biqueli,Dili,Atauro,
Suco,60103,Macadade,Dili,Atauro,
Suco,60104,Maquili,Dili,Atauro,
Suco,60105,Vila Maumeta,Dili,Atauro,
Suco,60208,Ailoc,Dili,Cristo_Rei,
Suco,60201,Balibar,Dili,Cristo_Rei,
Suco,60202,Becora,Dili,Cristo_Rei,
Suco,60203,Bidau Santana,Dili,Cristo_Rei,
Suco,60204,Camea,Dili,Cristo_Rei,
Suco,60205,Culu Hun,Dili,Cristo_Rei,
Suco,60206,Hera,Dili,Cristo_Rei,
Suco,60207,Meti Aut,Dili,Cristo_Rei,
Suco,60301,Bairo Pite,Dili,Dom_Aleixo,
Suco,60305,Bebonuk,Dili,Dom_Aleixo,
Suco,60302,Comoro,Dili,Dom_Aleixo,
Suco,60303,Fatuhada,Dili,Dom_Aleixo,
Suco,60304,Kampung Alor,Dili,Dom_Aleixo,
Suco,60306,Madohi,Dili,Dom_Aleixo,
Suco,60307,Manleuana,Dili,Dom_Aleixo,
Suco,60403,Mantelolão,Dili,Metinaro,
Suco,60402,Sabuli,Dili,Metinaro,
Suco,60401,Wenunuc,Dili,Metinaro,
Suco,60501,Acadiru Hun,Dili,Nain_Feto,
Suco,60502,Bemori,Dili,Nain_Feto,
Suco,60503,Bidau Lecidere,Dili,Nain_Feto,
Suco,60504,Gricenfor,Dili,Nain_Feto,
Suco,60505,Lahane Oriental,Dili,Nain_Feto,
Suco,60506,Santa Cruz,Dili,Nain_Feto,
Suco,60601,Caicoli,Dili,Vera_Cruz,
Suco,60602,Colmera,Dili,Vera_Cruz,
Suco,60603,Dare,Dili,Vera_Cruz,
Suco,60604,Lahane Ocidental,Dili,Vera_Cruz,
Suco,60605,Mascarenhas,Dili,Vera_Cruz,
Suco,60606,Motael,Dili,Vera_Cruz,
Suco,60607,Vila Verde,Dili,Vera_Cruz,
Suco,70101,Atara,Ermera,Atsabe,
Suco,70102,Baboi Craic,Ermera,Atsabe,
Suco,70103,Baboi Leten,Ermera,Atsabe,
Suco,70104,Batu Mano,Ermera,Atsabe,
Suco,70105,Lacao,Ermera,Atsabe,
Suco,70106,Laclo,Ermera,Atsabe,
Suco,70107,Laubono,Ermera,Atsabe,
Suco,70108,Leimea Leten,Ermera,Atsabe,
Suco,70109,Malabe,Ermera,Atsabe,
Suco,70110,Obulo,Ermera,Atsabe,
Suco,70111,Parami,Ermera,Atsabe,
Suco,70112,Tiarlelo,Ermera,Atsabe,
Suco,70201,Estado,Ermera,Ermera,
Suco,70202,Humboe,Ermera,Ermera,
Suco,70203,Lauala,Ermera,Ermera,
Suco,70204,Leguimea,Ermera,Ermera,
Suco,70205,Mertuto,Ermera,Ermera,
Suco,70206,Poetete,Ermera,Ermera,
Suco,70207,Ponilala,Ermera,Ermera,
Suco,70208,Raimerhei,Ermera,Ermera,
Suco,70209,Riheu,Ermera,Ermera,
Suco,70210,Talimoro,Ermera,Ermera,
Suco,70301,Aculau,Ermera,Hatulia,
Suco,70302,Ailelo,Ermera,Hatulia,
Suco,70303,Coilate-Letelo,Ermera,Hatulia,
Suco,70304,Fatubessi,Ermera,Hatulia,
Suco,70305,Fatubolu,Ermera,Hatulia,
Suco,70306,Hatolia Vila,Ermera,Hatulia,
Suco,70307,Leimea-Craic,Ermera,Hatulia,
Suco,70308,Leimea-Sorinbalo,Ermera,Hatulia,
Suco,70309,Lisapat,Ermera,Hatulia,
Suco,70310,Manusae,Ermera,Hatulia,
Suco,70311,Mau-Ubo,Ermera,Hatulia,
Suco,70312,Samara,Ermera,Hatulia,
Suco,70313,Urahou,Ermera,Hatulia,
Suco,70401,Catraileten,Ermera,Letefoho,
Suco,70402,Ducurai,Ermera,Letefoho,
Suco,70403,Eraulo,Ermera,Letefoho,
Suco,70404,Goulolo,Ermera,Letefoho,
Suco,70405,Hatugau,Ermera,Letefoho,
Suco,70406,Haupu,Ermera,Letefoho,
Suco,70407,Catrai Caraic,Ermera,Letefoho,
Suco,70408,Lauana,Ermera,Letefoho,
Suco,70501,Deleso,Ermera,Railaco,
Suco,70502,Fatuquero,Ermera,Railaco,
Suco,70503,Liho,Ermera,Railaco,
Suco,70504,Matata,Ermera,Railaco,
Suco,70505,Railaco Craic,Ermera,Railaco,
Suco,70506,Railaco Leten,Ermera,Railaco,
Suco,70507,Samalete,Ermera,Railaco,
Suco,70508,Taraco,Ermera,Railaco,
Suco,70509,Tocoluli,Ermera,Railaco,
Suco,80101,Aelebere,Lautém,Iliomar,
Suco,80102,Caenlio,Lautém,Iliomar,
Suco,80103,Fuat,Lautém,Iliomar,
Suco,80104,Iliomar 1,Lautém,Iliomar,
Suco,80105,Iliomar 2,Lautém,Iliomar,
Suco,80106,Tirilolo,Lautém,Iliomar,
Suco,80201,Baduro,Lautém,Lautém,
Suco,80202,Com,Lautém,Lautém,
Suco,80203,Daudere,Lautém,Lautém,
Suco,80204,Euquisi,Lautém,Lautém,
Suco,80205,Ililai,Lautém,Lautém,
Suco,80206,Maina 1,Lautém,Lautém,
Suco,80207,Maina 2,Lautém,Lautém,
Suco,80208,Pairara,Lautém,Lautém,
Suco,80209,Parlamento,Lautém,Lautém,
Suco,80210,Serelau,Lautém,Lautém,
Suco,80301,Bauro,Lautém,Lospalos,
Suco,80302,Cacavei,Lautém,Lospalos,
Suco,80303,Fuiloro,Lautém,Lospalos,
Suco,80304,Home,Lautém,Lospalos,
Suco,80305,Leuro,Lautém,Lospalos,
Suco,80306,Lore 1,Lautém,Lospalos,
Suco,80307,Lore 2,Lautém,Lospalos,
Suco,80308,Muapitine,Lautém,Lospalos,
Suco,80309,Raça,Lautém,Lospalos,
Suco,80310,Souro,Lautém,Lospalos,
Suco,80401,Afabubu,Lautém,Luro,
Suco,80402,Baricafa,Lautém,Luro,
Suco,80403,Cotamutu,Lautém,Luro,
Suco,80404,Lacaua,Lautém,Luro,
Suco,80405,Luro,Lautém,Luro,
Suco,80406,Uairoque,Lautém,Luro,
Suco,80501,Mehara,Lautém,Tutuala,
Suco,80502,Tutuala,Lautém,Tutuala,
Suco,90101,Fahilebo,Liquiçá,Bazartete,
Suco,90102,Fatumasi,Liquiçá,Bazartete,
Suco,90103,Lauhata,Liquiçá,Bazartete,
Suco,90104,Leorema,Liquiçá,Bazartete,
Suco,90105,Maumeta,Liquiçá,Bazartete,
Suco,90106,Metagou,Liquiçá,Bazartete,
Suco,90107,Motaulun,Liquiçá,Bazartete,
Suco,90108,Tibar,Liquiçá,Bazartete,
Suco,90109,Ulmera,Liquiçá,Bazartete,
Suco,90201,Açumanu,Liquiçá,Liquiçá,
Suco,90202,Darulete,Liquiçá,Liquiçá,
Suco,90203,Dato,Liquiçá,Liquiçá,
Suco,90204,Hatuquessi,Liquiçá,Liquiçá,
Suco,90205,Leotala,Liquiçá,Liquiçá,
Suco,90206,Loidahar,Liquiçá,Liquiçá,
Suco,90207,Luculai,Liquiçá,Liquiçá,
Suco,90301,Gugleur,Liquiçá,Maubara,
Suco,90302,Guiço,Liquiçá,Maubara,
Suco,90303,Lissadila,Liquiçá,Maubara,
Suco,90304,Maubaralissa,Liquiçá,Maubara,
Suco,90305,Vatuboro,Liquiçá,Maubara,
Suco,90306,Vatuvou,Liquiçá,Maubara,
Suco,90307,Vaviquinia,Liquiçá,Maubara,
Suco,100101,Fatuwaque,Manatuto,Barique,
Suco,100102,Aubeon,Manatuto,Barique,
Suco,100103,Barique,Manatuto,Barique,
Suco,100104,Manehat,Manatuto,Barique,
Suco,100105,Uma Boco,Manatuto,Barique,
Suco,100106,Sikone-Diloli,Manatuto,Barique,
Suco,100201,Hohorai,Manatuto,Lacló,
Suco,100202,Lacumesac,Manatuto,Lacló,
Suco,100205,Laicore,Manatuto,Lacló,
Suco,100203,Uma Caduac,Manatuto,Lacló,
Suco,100204,Uma Naruc,Manatuto,Lacló,
Suco,100301,Batara,Manatuto,Laclubar,
Suco,100302,Fatumaquerec,Manatuto,Laclubar,
Suco,100303,Funar,Manatuto,Laclubar,
Suco,100304,Manelima,Manatuto,Laclubar,
Suco,100305,Orlalan,Manatuto,Laclubar,
Suco,100306,Sananain,Manatuto,Laclubar,
Suco,100401,Cairui,Manatuto,Laleia,
Suco,100402,Haturalan,Manatuto,Laleia,
Suco,100403,Lifau,Manatuto,Laleia,
Suco,100501,Ailili,Manatuto,Manatuto,
Suco,100502,Aiteas,Manatuto,Manatuto,
Suco,100503,Cribas,Manatuto,Manatuto,
Suco,100504,Iliheu,Manatuto,Manatuto,
Suco,100505,Ma'abat,Manatuto,Manatuto,
Suco,100506,Sau,Manatuto,Manatuto,
Suco,100601,Fatu-Maquerec,Manatuto,Soibada,
Suco,100602,Leo-Hat,Manatuto,Soibada,
Suco,100603,Manlala,Manatuto,Soibada,
Suco,100604,Maun-Fahe,Manatuto,Soibada,
Suco,100605,Samoro,Manatuto,Soibada,
Suco,110101,Aituha,Manufahi,Alas,
Suco,110102,Dotic,Manufahi,Alas,
Suco,110103,Maha-Quidan,Manufahi,Alas,
Suco,110104,Taitudac,Manufahi,Alas,
Suco,110105,Uma Berloic,Manufahi,Alas,
Suco,110201,Bubususo,Manufahi,Fatuberliu,
Suco,110202,Caicassa,Manufahi,Fatuberliu,
Suco,110203,Clacuc,Manufahi,Fatuberliu,
Suco,110204,Fahinehan,Manufahi,Fatuberliu,
Suco,110205,Fatucahi,Manufahi,Fatuberliu,
Suco,110301,Babulo,Manufahi,Same,
Suco,110302,Betano,Manufahi,Same,
Suco,110303,Dai-Sua,Manufahi,Same,
Suco,110304,Grotu,Manufahi,Same,
Suco,110305,Holarua,Manufahi,Same,
Suco,110306,Letefoho,Manufahi,Same,
Suco,110307,Rotuto,Manufahi,Same,
Suco,110308,Tutuluro,Manufahi,Same,
Suco,110401,Aitemua,Manufahi,Turiscai,
Suco,110402,Beremana,Manufahi,Turiscai,
Suco,110403,Caimauc,Manufahi,Turiscai,
Suco,110404,Fatucalo,Manufahi,Turiscai,
Suco,110405,Foholau,Manufahi,Turiscai,
Suco,110406,Lessuata,Manufahi,Turiscai,
Suco,110407,Liurai,Manufahi,Turiscai,
Suco,110408,Manumera,Manufahi,Turiscai,
Suco,110409,Matorec,Manufahi,Turiscai,
Suco,110410,Mindelo,Manufahi,Turiscai,
Suco,110411,Orana,Manufahi,Turiscai,
Suco,120101,Banafi,Oe-Cusse,Nitibe,
Suco,120102,Beneufe,Oe-Cusse,Nitibe,
Suco,120103,Lelaufe,Oe-Cusse,Nitibe,
Suco,120104,Suniufe,Oe-Cusse,Nitibe,
Suco,120105,Usitaco,Oe-Cusse,Nitibe,
Suco,120201,Bobometo,Oe-Cusse,Oesilo,
Suco,120202,Usitaqueno,Oe-Cusse,Oesilo,
Suco,120203,Usitasae,Oe-Cusse,Oesilo,
Suco,120301,Bobocasse,Oe-Cusse,Pante_Macassar,
Suco,120302,Costa,Oe-Cusse,Pante_Macassar,
Suco,120303,Cunha,Oe-Cusse,Pante_Macassar,
Suco,120304,Lalisuc,Oe-Cusse,Pante_Macassar,
Suco,120305,Lifau,Oe-Cusse,Pante_Macassar,
Suco,120306,Naimeco,Oe-Cusse,Pante_Macassar,
Suco,120307,Nipane,Oe-Cusse,Pante_Macassar,
Suco,120308,Taiboco,Oe-Cusse,Pante_Macassar,
Suco,120401,Abani,Oe-Cusse,Passabe,
Suco,120402,Malelat,Oe-Cusse,Passabe,
Suco,130101,Ahic,Viqueque,Lacluta,
Suco,130102,Dilor,Viqueque,Lacluta,
Suco,130103,Laline,Viqueque,Lacluta,
Suco,130104,Uma Tolu,Viqueque,Lacluta,
Suco,130201,Builale,Viqueque,Ossu,
Suco,130210,Builo,Viqueque,Ossu,
Suco,130202,Liaruca,Viqueque,Ossu,
Suco,130203,Loi-Huno,Viqueque,Ossu,
Suco,130204,Nahareca,Viqueque,Ossu,
Suco,130205,Ossorua,Viqueque,Ossu,
Suco,130206,Ossu De Cima,Viqueque,Ossu,
Suco,130207,Uabubo,Viqueque,Ossu,
Suco,130208,Uaguia,Viqueque,Ossu,
Suco,130209,Uaibobo,Viqueque,Ossu,
Suco,130301,Afaloicai,Viqueque,Uato-Lari,
Suco,130302,Babulo,Viqueque,Uato-Lari,
Suco,130303,Macadique,Viqueque,Uato-Lari,
Suco,130304,Matahoi,Viqueque,Uato-Lari,
Suco,130305,Uaitame,Viqueque,Uato-Lari,
Suco,130306,Vessoru,Viqueque,Uato-Lari,
Suco,130401,Afaloicai,Viqueque,Uato-Carbau,
Suco,130402,Bahatata,Viqueque,Uato-Carbau,
Suco,130403,Irabin De Baixo,Viqueque,Uato-Carbau,
Suco,130404,Irabin De Cima,Viqueque,Uato-Carbau,
Suco,130405,Loi Ulo,Viqueque,Uato-Carbau,
Suco,130406,Uani Uma,Viqueque,Uato-Carbau,
Suco,130501,Bahalaraua'in,Viqueque,Viqueque,
Suco,130502,Bibileo,Viqueque,Viqueque,
Suco,130503,Caraubalo,Viqueque,Viqueque,
Suco,130504,Fatudere,Viqueque,Viqueque,
Suco,130505,Luca,Viqueque,Viqueque,
Suco,130506,Maluru,Viqueque,Viqueque,
Suco,130507,Uai-Mori,Viqueque,Viqueque,
Suco,130508,Uma Quic,Viqueque,Viqueque,
Suco,130509,Uma Uain Craic,Viqueque,Viqueque,
Suco,130510,Uma Uain Leten,Viqueque,Viqueque,
Aldeia,Aituhularan,Aituhularan,Aileu,Aileu,10101
Aldeia,Bercati,Bercati,Aileu,Aileu,10101
Aldeia,Bessilau,Bessilau,Aileu,Aileu,10101
Aldeia,Ercoatun,Ercoatun,Aileu,Aileu,10101
Aldeia,Hudilaran,Hudilaran,Aileu,Aileu,10101
Aldeia,Dailor,Dailor,Aileu,Aileu,10102
Aldeia,Raelete,Raelete,Aileu,Aileu,10102
